id,Collection Name,Files,File sources,Tags,Dublin Core : Title,Dublin Core : Description,Dublin Core : Creator,Dublin Core : Source,Dublin Core : Publisher,Dublin Core : Date,timestamp,Dublin Core : Contributor,Dublin Core : Rights,Dublin Core : Format,Dublin Core : Type,Dublin Core : Is Part Of,Dublin Core : Is Referenced By,Dublin Core : References,Dublin Core : Medium,Dublin Core : Rights Holder
639,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/466e563c73c13bacb0676cad2921d553.jpg,BG_Salome.jpg,,Salomé,,Beatriz González,,,1973,1973-01-01T00:00:00Z,Desconocido,,Diámetro 100 cm Altura 10 cm,obra,"2017-2018 Beatriz González 1965-2017 CAPC Bordeaux; Palacio Velázquez Museo Nacional Centro de Arte Reina Sofía, Madrid; KW Instituto de Arte Contemporáneo, Berlin.
2015 Beatriz González. El segundo original. Universidad de los Andes.
2010 Habeas Corpus Museo del Banco de la República, Bogotá
1984 Pintado en Colombia Fundación Banco Exterior Madrid- Museo de Arte contemporáneo Sevilla, España
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá1976 Retrospectiva (un inventario) Museo de La Tertulia, Cali
1975 ¡Vive la France! Museo de Arte Actual, Pereira
1974 La oferta del siglo, Selección de Oro de la pintura universal Galería Belarca, Bogotá; Museo de Arte de la Universidad Nacional, Bogotá; Galería de Arte Álvaro Barrios, Barranquilla
1973 Luis Caballero y Beatriz González Museo de Arte Moderno, Bogotá","2017-2018 Catálogo Beatriz González 1965-2017 CAPC Bordeaux; Palacio Velázquez Museo Nacional Centro de Arte Reina Sofía, Madrid; KW Instituto de Arte Contemporáneo, Berlin.
2010 Catálogo Habeas Corpus Banco de la República, Bogotá
2005 Beatriz González Villegas Editores – Seguros Bolívar
1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores
1984 Catálogo Pintado en Colombia Fundación Banco Exterior Madrid- Museo de Arte contemporáneo Sevilla, España",N/A,Esmalte sobre lámina de metal ensamblado en bandeja metálica,Universidad de los Andes
640,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/085547985e7edc6ec0464b8060a52136.jpg,BG_SantaCopia_boceto.jpg,,Santa Copia (boceto),,Beatriz González,,,1973,1973-01-01T00:00:00Z,Juan Rodríguez Varón,,90x60 cm,obra,",,,",",,,",BG_FUENTES_SantaCopia.tif,Tinta sobre papel mantequilla,Beatriz González
641,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/5e0138b24ee5fe1d010805e503712f40.jpg,BG_SantaCopia.jpg,,Santa Copia,,Beatriz González,,,1973,1973-01-01T00:00:00Z,Laura Jiménez,,140x150x50cm,obra,"2011  Beatriz González La Comedia y la Tragedia MAMM, Medellín
1994 Beatriz González. Retrospectiva Museo de Bellas Artes, Caracas
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1976 Retrospectiva (un inventario) Museo de La Tertulia
1975 ¡Vive la France! Museo de Arte Actual, Pereira
1974 La oferta del siglo, Selección de Oro de la pintura universal Galería Belarca, Bogotá; Museo de Arte de la Universidad Nacional, Bogotá; Galería de Arte Álvaro Barrios, Barranquilla
1973 Luis Caballero y Beatriz González Museo de Arte Moderno, Bogotá","2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín
2005 Beatriz González Villegas Editores – Seguros Bolívar
1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores
1984 Catálogo Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1977 Historia del Arte colombiano Salvat Editores Bogotá-Barcelona Volumen V Fascículo 73","BG_FUENTES_SantaCopia.tif,",Esmalte sobre lámina de metal ensamblada en mueble de madera,"Eduardo Macías ; Perteneció a María Teresa Guerrero, Bogotá"
642,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/fb4ba25e9b75fb659a2262f9a101c033.jpg,BG_SunMaid_boceto.jpg,,Sun maid (boceto),,Beatriz González,,,1973,1973-01-01T00:00:00Z,Juan Rodríguez Varón,,120x111 cm,obra,",,,",",,,",BG_FUENTES_SunMaid.tif,Tinta sobre papel mantequilla,Beatriz González
643,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/3de0e5142fe82e88ca6e2b87f9058cd4.jpg,BG_SunMaid.jpg,,Sun maid,,Beatriz González,,,1973,1973-01-01T00:00:00Z,Jairo Betancur procesada por Laura Jiménez,,Díametro 100 cm Altura 10 cm,obra,"2017-2018 Beatriz González 1965-2017 CAPC Bordeaux; Palacio Velázquez Museo Nacional Centro de Arte Reina Sofía, Madrid; KW Instituto de Arte Contemporáneo, Berlin.
2011-2012 Tres décadas de Arte Moderno 1960-1990 Banco de la República exposición Itinerante Villavicencio, Cali, Cúcuta, Medellín
2008  Colección Ganitsky Guberek 1960-1990. Tres décadas de arte moderno antología Museo de Arte del Banco de la República, Bogotá
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1974 La oferta del siglo, Selección de Oro de la pintura universal Galería Belarca, Bogotá; Museo de Arte de la Universidad Nacional, Bogotá; Galería de Arte Álvaro Barrios, Barranquilla
1973 Luis Caballero y Beatriz González Museo de Arte Moderno, Bogotá","2017-2018 Catálogo Beatriz González 1965-2017 CAPC Bordeaux; Palacio Velázquez Museo Nacional Centro de Arte Reina Sofía, Madrid; KW Instituto de Arte Contemporáneo, Berlin.
2008-2011  Guia de Estudio Colección Ganitsky Guberek 1960-1990. Tres décadas de arte moderno Antología Banco de la República, Bogotá
2005 Beatriz González Villegas Editores – Seguros Bolívar
2002 La mirada del coleccionista: Colección Ganitsky Guberek un homenaje a Marta Traba, Biblioteca Luis Ángel Arango Bogotá
1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores",BG_FUENTES_SunMaid.tif,Esmalte sobre lámina de metal ensamblado en bandeja de mimbre,Banco de la República Colección Ganitsky Guberek
644,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/61a2fecd467588028f5ca98d0ea4149f.jpg,BG_ToiletteMadameLebrun_bocetomantequilla.jpg,,Toilette Madame Vigée Lebrun et sa fille (boceto),,Beatriz González,,,1973,1973-01-01T00:00:00Z,Juan Rodríguez Varón,,100x100 cm,obra,N/A,N/A,BG_FUENTES_ToiletteMadameLebrun.tiff,Tinta sobre papel mantequilla,Beatriz González
645,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/f954f8fce928055f0d9558a19c7d237d.jpg; https://bga.uniandes.edu.co/catalogo/files/original/a17129a9a445bb92e77c6e8c4da5b42b.png,BG_ToiletteMadameLebrun.jpg; BG_ToiletteMadameLebrun_3.png,,Toilette Madame Vigée Lebrun et sa fille,,Beatriz González,,,1973,1973-01-01T00:00:00Z,Desconocido/Juan Rodríguez Varón,,190 x 150 x 50cm,obra,"2017-2018 A tale of two worlds, MMK, Frankfurt; Museo de Arte Moderno de Buenos Aires
1975 ¡Vive la France! Museo de Arte Actual, Pereira
1973 Luis Caballero y Beatriz González Museo de Arte Moderno, Bogotá","1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores
1975 Catálogo ¡Vive la France! Museo de Arte Actual, Pereira",BG_FUENTES_ToiletteMadameLebrun.tiff,Esmalte sobre lámina de metal ensamblado en tocador de madera,"Marcos Pico y Eugenia González de Pico, Bogotá; Perteneció a Eduardo Serrano"
646,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/b235e5310d4208583c562f8e421f45ac.jpg,BG_Los artifices del marmol-boceto mantequilla.jpg,,El baño turco o Artífices del mármol (boceto),,Beatriz González,,,1974,1974-01-01T00:00:00Z,Juan Rodríguez Varón,,100x100 cm,obra,"2016 Beatriz González. El segundo original Museo La Tertulia, Cali
2015 Beatriz González. El segundo original. Universidad de los Andes.",,"BG_FUENTES_ArtificesMarmol.tif,,BG_FUENTES_2_ArtificesMarmol.tif,,",Tinta y lápiz sobre papel mantequilla,Beatriz González
647,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/2702a38a5dcaee02a56a5c7cd4453738.jpg,Artifices del marmol1.jpg,,El baño turco o Artífices del mármol,,Beatriz González,,,1974,1974-01-01T00:00:00Z,Desconocido,,137x121x55 cm,obra,"1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1976 Retrospectiva (un inventario) Museo de La Tertulia, Cali, Galería de la Oficina, Medellín
1975 ¡Vive la France! Museo de Arte Actual, Pereira
1974-1975 XXV Salón nacional de artes visuales Museo de Arte Moderno de Bogotá
1974 La oferta del siglo, Selección de Oro de la pintura universal Galería Belarca, Bogotá; Museo de Arte de la Universidad Nacional, Bogotá; Galería de Arte Álvaro Barrios, Barranquilla","2005 Beatriz González Villegas Editores – Seguros Bolívar
1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores
1984 Catálogo Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1975 Catálogo ¡Vive la France! Museo de Arte Actual, Pereira","BG_FUENTES_ArtificesMarmol.tif,,BG_FUENTES_2_ArtificesMarmol.tif","Esmalte sobre lámina de metal ensamblado en mueble de madera, fórmica y marmol artificial",Eduardo Serrano (el mueble fue destruido solo queda lámina de metal)
648,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/461d9bb1067e00b353136810f3e581c9.jpg,BG_ElUltimoCuple.jpg,,El último cuplé,,Beatriz González,,,1974,1974-01-01T00:00:00Z,Desconocido,,Diámetro 10 cm Altura 14 cm,obra,"1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1974 La oferta del siglo, Selección de Oro de la pintura universal Galería Belarca, Bogotá; Museo de Arte de la Universidad Nacional, Bogotá; Galería de Arte Álvaro Barrios, Barranquilla","1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores
1974 Apuntes para la historia extensa de Beatriz González. Tomo I. Jaime Ardila.",N/A,Esmalte sobre lámina de metal ensamblado en objeto metálico,Juan Correa (la tapa del objeto se perdió); perteneció a John Crowley
649,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/6006776b1f458bc1e9f260bd373ff265.jpg,BG_Klonk.jpg,,Klonk,,Beatriz González,,,1974,1974-01-01T00:00:00Z,Laura Jimenez,,Díametro 15 cm Altura 4 cm,obra,"2017-2018 Beatriz González 1965-2017 CAPC Bordeaux; Palacio Velázquez Museo Nacional Centro de Arte Reina Sofía, Madrid; KW Instituto de Arte Contemporáneo, Berlin.
2011 Beatriz González La Comedia y la Tragedia MAMM, Medellín
1998 Señor presidente, qué honor estar con usted en este momento histórico  Museo del Barrio, Nueva York
1994 Beatriz González. Retrospectiva Museo de Bellas Artes, Caracas
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1976 Retrospectiva (un inventario) Museo de La Tertulia, Cali
1974 La oferta del siglo, Selección de Oro de la pintura universal Galería Belarca, Bogotá; Museo de Arte de la Universidad Nacional, Bogotá; Galería de Arte Álvaro Barrios, Barranquilla","2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín
2005 Beatriz González Villegas Editores – Seguros Bolívar
1998 Catálogo Señor presidente, qué honor estar con usted en este momento histórico  Museo del Barrio, Nueva York
1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores",N/A,Esmalte sobre lámina de metal ensamblado en bandeja metálica,Celia Birbragher
650,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/8c5ed15c7ed96de15f175d2f98786616.jpg,BG_LesaMajestad_SegundoOriginal.jpg,,Lesa majestad,,Beatriz González,,,1974,1974-01-01T00:00:00Z,Juan Rodríguez Varón,,100x70 cm,obra,,,"BG_FUENTES_LesaMajestad.tif,BG_FUENTES_2_LesaMajestad.tif,BG_FUENTES_3_LesaMajestad.tif",Heliograbado sobre papel,Beatriz González
651,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/b5b32fc5efa6ddd092fb02898d431f3f.jpg,BG_LesaMajestad_2.jpg,,Lesa majestad,,Beatriz González,,,1974,1974-01-01T00:00:00Z,Juan Rodríguez Varón,,76x46 cm,obra,"2016 Beatriz González. El segundo original Museo La Tertulia, Cali
2014 Beatriz González Museo Rayo, Roldanillo 1978 Beatriz González Serigrafías Sociedad Colombiana de Arquitectos, Bucaramanga
1976 Retrospectiva (un inventario) Museo de La Tertulia, Cali
1975 ¡Vive la France! Museo de Arte Actual, Pereira
1974-1975 III Serie internacional de Cartón de Colombia, (III portafolio internacional de grabado Carton de Colombia) Museo de Arte Moderno, Bogotá; Museo de Arte La Tertulia, Cali; Centro de Arte Actual, Pereira,1974 La oferta del siglo, Selección de Oro de la pintura universal Galería Belarca, Bogotá; Museo de Arte de la Universidad Nacional, Bogotá; Galería de Arte Álvaro Barrios, Barranquilla","2014 Catálogo Beatriz González Museo Rayo, Roldanillo 
1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores","BG_FUENTES_LesaMajestad.tif,BG_FUENTES_2_LesaMajestad.tif,BG_FUENTES_3_LesaMajestad.tif",Serigrafía sobre papel edición de 150. Taller Enrique Hernández,"Múltiples propietarios: Beatriz González, Colección Carton de Colombia, Museo La Tertulia, Cali"
652,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/58c687ffcfc710504bcce84e4e8abe76.jpg,BG_LosRevesesRealeza_heliograbado.jpg,,Los reveses de la realeza,,Beatriz González,,,1974,1974-01-01T00:00:00Z,Juan Rodríguez Varón,,50x70 cm,obra,,,,Heliograbado sobre papel,Beatriz González
653,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/e61467d686150bb340bc4947218e5351.jpg,BG_LosRevesesRealeza_bocetocontact.jpg,,Los reveses de la realeza (boceto),,Beatriz González,,,1974,1974-01-01T00:00:00Z,Juan Rodríguez Varón,,65.4cm x 70.3cm,obra,"2016 Beatriz González. El segundo original Museo La Tertulia, Cali
2015 Beatriz González. El segundo original. Universidad de los Andes.",,,Tinta y contact sobre papel mantequilla,Beatriz González
654,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/b50e5f08955b0fcdc51163c51e8375b1.jpg,BG_LosRevesesRealeza.jpg,,Los reveses de la realeza,,Beatriz González,,,1974,1974-01-01T00:00:00Z,Juan Rodríguez Varón,,"65.4cm x 70.3cm 
Marco: 53x64 cm",obra,"2011 Beatriz González La Comedia y la Tragedia MAMM, Medellín
1998 Señor presidente, qué honor estar con usted en este momento histórico  Museo del Barrio, Nueva York
1996 Treinta años de la obra gráfica de Beatriz González, Biblioteca Luis Angel Arango
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1981 IV Muestra: Los años 60 entre lo nacional y lo importado Centro Colombo Americano, Bogotá
1978 Beatriz González Serigrafías Sociedad Colombiana de Arquitectos, Bucaramanga
1975 ¡Vive la France! Museo de Arte Actual, Pereira
1974 Serigrafías Sección de Artes plásticas del Instituto Colombiano de Cultura Biblioteca Nacional, Bogotá
1974 La oferta del siglo, Selección de Oro de la pintura universal Galería Belarca, Bogotá; Museo de Arte de la Universidad Nacional, Bogotá; Galería de Arte Álvaro Barrios, Barranquilla","2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín
2004 Desplazamientos precursores en la gráfica Latinoamericana. Poli/gráfica de San Juan, Puerto Rico.
1998 Catálogo Señor presidente, qué honor estar con usted en este momento histórico  Museo del Barrio, Nueva York
1996 Catálogo Treinta años de la obra gráfica de Beatriz González, Luis Angel Arango
1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores",N/A,Serigrafía sobre papel. Edición de 30  Taller de Enrique Hernández,"Múltiples propietarios: Beatriz González, Biblioteca Luis Ángel Arango, Bogotá, Museo La Tertulia, Cali"
655,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/9db62ae5ef39e3047322c5b3e432014f.jpg,BG_MiLucha.jpg,,Mi lucha,,Beatriz González,,,1974,1974-01-01T00:00:00Z,Juan Rodríguez Varón,,50x70 cm,obra,"1996 Treinta años de la obra gráfica de Beatriz González, Luis Angel Arángo
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1978 Beatriz González Serigrafías Sociedad Colombiana de Arquitectos, Bucaramanga
1974 La oferta del siglo, Selección de Oro de la pintura universal Galería Belarca, Bogotá; Museo de Arte de la Universidad Nacional, Bogotá; Galería de Arte Álvaro Barrios, Barranquilla
1974 Serigrafías Sección de Artes plásticas del Instituto Colombiano de Cultura Biblioteca Nacional, Bogotá","1996 Catálogo Treinta años de la obra gráfica de Beatriz
1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores
1974 Serigrafías Sección de Artes plásticas del Instituto Colombiano de Cultura",BG_FUENTES_MiLucha.tif,Serigrafía sobre papel Edición de 40 Taller de Enrique Hernandez,"Múltiples propietarios: Beatriz González, Biblioteca Luis Ángel Arango, Bogotá"
656,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/1bf6da1790b942ebd0728f3735f31bf1.jpg; https://bga.uniandes.edu.co/catalogo/files/original/c213cd6eea181ce113355488bf786e90.jpg,BG_NaciFlorencia_bocetomantequilla.jpg; BG_NaciFlorencia_bocetomantequilla2.jpg,,Nací en Florencia-Bocetos preliminares (3 dibujos),,Beatriz González,,,1974,1974-01-01T00:00:00Z,Juan Rodríguez Varón,,,obra,"2016 Beatriz González. El segundo original Museo La Tertulia, Cali
2015 Beatriz González: el segundo original. Universidad de los Andes.",,BG_FUENTES_NaciFlorencia.tif,Tinta sobre papel mantequilla,Beatriz González
657,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/7dd712fa1a3becfea3ddd258bfe82991.jpg; https://bga.uniandes.edu.co/catalogo/files/original/7cb7a03161c893fc6f394fec2b4f3685.jpg,BG_NaciFlorencia_heliograbado.jpg; BG_NaciFlorencia_heliograbadocolor.jpg,,Nací en Florencia-Bocetos heliograbado (2 heliograbados),,Beatriz González,,,1974,1974-01-01T00:00:00Z,Juan Rodríguez Varón,,,obra,"2016 Beatriz González. El segundo original Museo La Tertulia, Cali
2015 Beatriz González: el segundo original. Universidad de los Andes.",,BG_FUENTES_NaciFlorencia.tif,Heliograbado/ Heliograbado y marcador sobre papel,Beatriz González
658,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/b9a8dd28bebdbfb80b8c0495203b13c3.jpg,BG_NaciFlorencia.jpg,,Nací en Florencia y tenía veintiseis años cuando fue pintado mi retrato (esta frase pronunciada en voz dulce y baja),,Beatriz González,,,1974,1974-01-01T00:00:00Z,Laura Jiménez,,200x96x24 cm,obra,"2017-2018 Beatriz González 1965-2017 CAPC Bordeaux; Palacio Velázquez Museo Nacional Centro de Arte Reina Sofía, Madrid; KW Instituto de Arte Contemporáneo, Berlin.
2011 Beatriz González La Comedia y la Tragedia MAMM, Medellín
1998 Catálogo Señor presidente, qué honor estar con usted en este momento histórico  Museo del Barrio, Nueva York
1994 Catálogo Beatriz González. Retrospectiva Museo de Bellas Artes, Caracas
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1981 IV Muestra: Los años 60 entre lo nacional y lo importado Centro Colombo Americano, Bogotá
1976 Retrospectiva (un inventario) Museo de La Tertulia, Cali
1974 La oferta del siglo, Selección de Oro de la pintura universal Galería Belarca, Bogotá; Museo de Arte de la Universidad Nacional, Bogotá; Galería de Arte Álvaro Barrios, Barranquilla","2017-2018 Catálogo Beatriz González 1965-2017 CAPC Bordeaux; Palacio Velázquez Museo Nacional Centro de Arte Reina Sofía, Madrid; KW Instituto de Arte Contemporáneo, Berlin.
2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín
2005 Beatriz González Villegas Editores – Seguros Bolívar
1998 Catálogo Señor presidente, qué honor estar con usted en este momento histórico  Museo del Barrio, Nueva York
1994 Catálogo Beatriz González. Retrospectiva Museo de Bellas Artes, Caracas
1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores
1984 Catálogo Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1981 Catálogo IV Muestra: Los años 60 entre lo nacional y lo importado Centro Colombo Americano, Bogotá
1976 Catálogo Retrospectiva (un inventario) Museo de La Tertulia, Cali, Galería de la Oficina, Medellín",BG_FUENTES_NaciFlorencia.tif,Esmalte sobre lámina de metal ensamblado en perchero de madera,Beatriz González
659,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/06e1ef709a05a6bf4395c6323b7a9468.jpg,BG_BritannicMajestysService_heliograbado.jpg,,On her Britanic Majesty’s service,,Beatriz González,,,1974,1974-01-01T00:00:00Z,Juan Rodríguez Varón,,32cm x 28cm,obra,N/A,N/A,N/A,Heliograbado y tempera sobre papel,Beatriz González
660,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/405644c9ec5487dc95b25c9bae16d387.jpg,BG_BritannicMajestysService.jpg,,On her Britannic Majesty’s service,,Beatriz González,,,1974,1974-01-01T00:00:00Z,Juan Rodríguez Varón,,32x28cm,obra,"2016 Beatriz González. El segundo original Museo La Tertulia, Cali
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1978 Beatriz González Serigrafías Sociedad Colombiana de Arquitectos, Bucaramanga
1975 ¡Vive la France! Museo de Arte Actual, Pereira
1974 Serigrafías Sección de Artes plásticas del Instituto Colombiano de Cultura Biblioteca Nacional, Bogotá
1974 La oferta del siglo, Selección de Oro de la pintura universal Galería Belarca, Bogotá; Museo de Arte de la Universidad Nacional, Bogotá; Galería de Arte Álvaro Barrios, Barranquilla","2004 Desplazamientos precursores en la gráfica Latinoamericana. Poli/gráfica de San Juan, Puerto Rico.
1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores
1974 Apuntes para la historia extensa de Beatriz González. Tomo I. Jaime Ardila.",N/A,Serigrafía sobre papel Edición de 40 Taller de Enrique Hernández,"Múltiples propietarios: Beatriz González, Museo La Tertulia, Cali"
661,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/47c25a4325f5724c5aacc0de3572461f.jpg,BG_JacquelineOasis_bocetocontact.jpg,,Bocetos heliograbados 1 (Jacqueline-Klonk-boceto contact),,Beatriz González,,,1974,1974-01-01T00:00:00Z,Juan Rodríguez Varón,,50x70 cm,obra,"2016 Beatriz González. El segundo original Museo La Tertulia, Cali
2015 Beatriz Gonzalez: el segundo original. Universidad de los Andes.",N/A,BG_FUENTES_JacquelineOasistif.tif,Tinta y contact sobre papel mantequilla,Beatriz González
662,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/44086dee24b368d822f284d59a2aca99.jpg,BG_JacquelineOasis_boceto.jpg,,Jackeline Oasis (Boceto),,Beatriz González,,,1975,1975-01-01T00:00:00Z,Juan Rodríguez Varón,,50.4 x50.5 cm,obra,"2016 Beatriz González. El segundo original Museo La Tertulia, Cali
2015 Beatriz González: el segundo original. Universidad de los Andes.",N/A,BG_FUENTES_JacquelineOasistif.tif,Heliograbado y témpera sobre papel,Beatriz González
663,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/7efb500773fd16548e4d7da3463c185b.jpg,BG_JacquelineOasis.jpg,,Jackeline Oasis,,Beatriz González,,,1975,1975-01-01T00:00:00Z,Juan Rodríguez Varón,,50.4 x50.5 cm,obra,"2017-2018 Beatriz González 1965-2017 CAPC Bordeaux; Palacio Velázquez Museo Nacional Centro de Arte Reina Sofía, Madrid; KW Instituto de Arte Contemporáneo, Berlin.
2016 Beatriz González. El segundo original Museo La Tertulia, Cali
2015 Beatriz Gonzalez: el segundo original. Universidad de los Andes.
2011 Beatriz González La Comedia y la Tragedia MAMM, Medellín
1998 Señor presidente, qué honor estar con usted en este momento histórico  Museo del Barrio, Nueva York
1996 Treinta años de la obra gráfica de Beatriz González, Luis Angel Arángo,1994 Beatriz González. Retrospectiva Museo de Bellas Artes, Caracas
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1978 Beatriz González Serigrafías Sociedad Colombiana de Arquitectos, Bucaramanga
1976 Retrospectiva (un inventario) Museo de La Tertulia
1974 3ra Bienal de Grabado Latinoamericano de San Juan, San Juan Puerto Rico,","2017-2018 Catálogo Beatriz González 1965-2017 CAPC Bordeaux; Palacio Velázquez Museo Nacional Centro de Arte Reina Sofía, Madrid; KW Instituto de Arte Contemporáneo, Berlin.
2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín
2005 Beatriz González Villegas Editores – Seguros Bolívar
1998 Señor presidente, qué honor estar con usted en este momento histórico  Museo del Barrio, Nueva York
1996 Catálogo Treinta años de la obra gráfica de Beatriz,1994 Catálogo Beatriz González. Retrospectiva Museo de Bellas Artes, Caracas
1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores",BG_FUENTES_JacquelineOasistif.tif,Serigrafía sobre papel. Edición de 25 Taller de Enrique Hernández,"Múltiples propietarios: Beatriz González, Biblioteca Luis Ángel Arango, Bogotá, Museo La Tertulia, Cali"
664,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/8c7cebe7209ca12074fe2a3d21d46a3d.jpg,BG_LesChouxChardin.jpg,,Les Choux Choux de Chardin,,Beatriz González,,,1975,1975-01-01T00:00:00Z,Juan Rodríguez Varón,,"Elipsis con eje mayor de 70 cm, Altura 20 cm",obra,"2014 ARTBO Galería la Oficina, Corferias, Bogotá
2011 Beatriz González La Comedia y la Tragedia MAMM, Medellín
1994 Beatriz González. Retrospectiva Museo de Bellas Artes, Caracas
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1976 Retrospectiva (un inventario) Museo de La Tertulia, Cali
1975 ¡Vive la France! Museo de Arte Actual, Pereira","2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín
2005 Beatriz González Villegas Editores – Seguros Bolívar
1994 Catálogo Beatriz González. Retrospectiva Museo de Bellas Artes, Caracas
1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores",N/A,Esmalte sobre lámina de metal ensamblada en canasta de mimbre,"Herederos de Ethel Gilmour, Medellín"
665,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/29cf5a912f94510c4209318756b0ac4c.jpg,BG_MesaBraque_boceto.jpg,,Mesa Braque (Boceto),,Beatriz González,,,1975,1975-01-01T00:00:00Z,Juan Rodríguez Varón,,Diametro 60 cm,obra,,,BG_FUENTES_MesaBraque.tif,Lápiz y marcador sobre papel,Beatriz González
666,1970 - 1979,https://bga.uniandes.edu.co/catalogo/files/original/71c9bd78b943cb8a9f49180396786ae3.jpg,BG_MesaBraque.jpg,,Mesa Braque,,Beatriz González,,,1975,1975-01-01T00:00:00Z,Oscar Monsalve intervenida por Laura Jiménez,,Díametro 59 cm Altura 37 cm,obra,"2011 Beatriz González La Comedia y la Tragedia MAMM, Medellín
1994 Beatriz González. Retrospectiva Museo de Bellas Artes, Caracas
1984 Beatriz González Exposición Retrospectiva 1962-1984 Museo de Arte Moderno de Bogotá
1981 La Expresión Figurativa Galería Garcés Velasquez, Bogotá
1977 Álvaro Barrios-Beatriz González Museo de Arte Moderno, Bogotá
1976 Retrospectiva (un inventario) Museo de La Tertulia, Cali
1975 ¡Vive la France! Museo de Arte Actual, Pereira","2011 Catálogo Beatriz González La Comedia y la Tragedia MAMM, Medellín
2005 Beatriz González Villegas Editores – Seguros Bolívar
1994  Catálogo Beatriz González. Retrospectiva Museo de Bellas Artes, Caracas
1988  Beatriz González Una pintora de Provincia Carlos Valencia Editores",BG_FUENTES_MesaBraque.tif,Esmalte sobre lámina de Madeflex ensamblado en mesa de madera,Victor Alfandari
